PERSON_ID,TEAM_ID
1629121,1610612737
203500,1610612760
1628389,1610612748
1629061,1610612739
200746,1610612759
1628959,1610612741
1628960,1610612762
1628386,1610612751
1628443,1610612738
202329,1610612757
1626147,1610612737
203937,1610612763
201583,1610612748
203507,1610612749
1628961,1610612742
1628384,1610612761
1627853,1610612741
2772,1610612764
201571,1610612753
1629028,1610612756
1628407,1610612766
1628963,1610612758
1628366,1610612747
1628964,1610612753
200826,1610612742
203084,1610612758
203115,1610612743
1628966,1610612750
201587,1610612766
201573,1610612750
203382,1610612738
203145,1610612737
203078,1610612764
1627736,1610612743
201158,1610612759
1628395,1610612744
1627761,1610612737
1627733,1610612756
1629541,1610612740
202722,1610612759
201976,1610612746
1629167,1610612746
203920,1610612753
202687,1610612766
202357,1610612758
1628469,1610612741
202339,1610612749
1628417,1610612739
1629129,1610612740
203992,1610612758
202711,1610612754
101106,1610612749
1628413,1610612755
1629067,1610612747
1626164,1610612756
1628449,1610612761
202340,1610612763
1628396,1610612762
201147,1610612750
1628969,1610612756
1628970,1610612766
1628515,1610612753
1629151,1610612742
1627763,1610612749
1628415,1610612763
1628971,1610612765
1627759,1610612738
1628425,1610612749
1628972,1610612764
1628973,1610612742
1628418,1610612764
203493,1610612747
203504,1610612742
202692,1610612758
1629126,1610612760
202710,1610612755
203998,1610612761
101181,1610612765
203484,1610612747
203991,1610612745
201960,1610612751
1628975,1610612763
1713,1610612737
1628976,1610612741
203487,1610612753
1627936,1610612747
1626161,1610612758
1628505,1610612753
1628463,1610612762
2199,1610612747
201163,1610612746
1629147,1610612766
1629185,1610612745
1627737,1610612739
1629109,1610612745
203546,1610612740
203903,1610612739
1628381,1610612737
1628380,1610612757
201954,1610612754
1629045,1610612749
201144,1610612763
1626192,1610612749
1626188,1610612744
202326,1610612744
203496,1610612750
203459,1610612751
1628470,1610612743
2037,1610612756
203109,1610612762
201967,1610612759
203552,1610612757
201939,1610612744
203584,1610612756
203076,1610612740
1627738,1610612763
202334,1610612751
201942,1610612759
203473,1610612737
1626155,1610612764
1629116,1610612746
203521,1610612739
1628610,1610612758
2736,1610612750
1629094,1610612744
1628978,1610612749
1627767,1610612740
1628977,1610612760
203476,1610612750
203915,1610612751
1629029,1610612742
1628416,1610612763
1628422,1610612752
1628408,1610612738
201609,1610612748
203083,1610612765
201162,1610612751
1627739,1610612741
201142,1610612744
1628979,1610612745
1629053,1610612745
1627740,1610612752
201961,1610612765
203954,1610612755
203516,1610612755
1629234,1610612759
1628980,1610612744
1628393,1610612760
201936,1610612754
203957,1610612762
202702,1610612745
202324,1610612762
1626245,1610612741
101109,1610612760
1628390,1610612760
1627812,1610612758
1627827,1610612742
1627854,1610612759
203095,1610612753
1628368,1610612758
204025,1610612749
1628982,1610612753
202690,1610612758
101112,1610612739
1628365,1610612753
1629117,1610612758
201568,1610612746
204038,1610612765
201188,1610612761
2200,1610612749
200752,1610612759
202331,1610612760
201959,1610612750
1628385,1610612758
1628983,1610612746
203497,1610612762
1629164,1610612743
203932,1610612753
201569,1610612745
1628984,1610612766
1626203,1610612751
203924,1610612760
1626170,1610612753
1629055,1610612760
201980,1610612761
203110,1610612744
101123,1610612745
203210,1610612746
201145,1610612764
201933,1610612765
203501,1610612742
201935,1610612745
203090,1610612757
1626149,1610612746
2734,1610612742
203914,1610612743
203925,1610612751
202699,1610612755
1627885,1610612741
1628404,1610612747
1628392,1610612745
2617,1610612748
202330,1610612738
203089,1610612739
1627823,1610612743
1626195,1610612766
1626209,1610612752
1628439,1610612752
1627741,1610612758
1629312,1610612755
2403,1610612745
201588,1610612749
203524,1610612740
1628988,1610612754
201950,1610612740
203200,1610612763
1626178,1610612751
1626158,1610612756
203918,1610612757
201143,1610612738
1627863,1610612745
2730,1610612764
1628989,1610612737
1626154,1610612738
1628990,1610612741
201586,1610612761
2738,1610612744
101141,1610612749
204060,1610612762
1627742,1610612747
202681,1610612738
1628371,1610612753
1628411,1610612753
1628402,1610612740
1628367,1610612756
1628382,1610612742
202704,1610612765
1628991,1610612763
2544,1610612747
1628518,1610612753
203098,1610612737
201973,1610612744
1628993,1610612754
101161,1610612755
1629168,1610612737
201949,1610612748
1626169,1610612740
204020,1610612756
202325,1610612764
203999,1610612743
1627745,1610612744
1626145,1610612750
1627884,1610612748
201599,1610612752
202709,1610612754
1626163,1610612766
202683,1610612757
1628379,1610612765
203077,1610612766
1628994,1610612756
1628467,1610612742
202688,1610612739
1628995,1610612752
1627788,1610612755
1628436,1610612752
2594,1610612762
201585,1610612758
1629066,1610612751
1628398,1610612747
203897,1610612741
1627746,1610612757
203087,1610612766
1627774,1610612757
1627747,1610612751
1628388,1610612754
201584,1610612742
1627814,1610612744
203458,1610612737
202695,1610612761
203086,1610612757
202720,1610612765
203081,1610612757
202391,1610612761
2733,1610612744
1626172,1610612744
201572,1610612749
201577,1610612741
201567,1610612739
200768,1610612761
1628070,1610612761
203564,1610612763
1627789,1610612741
1628399,1610612743
1626168,1610612743
203159,1610612745
202714,1610612766
1629133,1610612742
1629122,1610612766
101133,1610612764
1627748,1610612765
1626246,1610612755
1628374,1610612741
1626185,1610612753
1628412,1610612758
1628999,1610612748
202083,1610612754
201601,1610612746
1627775,1610612761
203468,1610612757
204456,1610612755
203926,1610612754
201580,1610612747
203585,1610612748
1628035,1610612744
203895,1610612764
201975,1610612755
1626257,1610612742
1629001,1610612756
1629002,1610612759
203114,1610612749
101139,1610612763
203121,1610612740
1626259,1610612761
201988,1610612759
200794,1610612743
1629003,1610612755
202703,1610612749
1628378,1610612762
1628513,1610612762
1628370,1610612766
202328,1610612738
1628500,1610612759
202734,1610612740
203961,1610612761
202694,1610612738
202693,1610612760
1628420,1610612743
1628405,1610612746
202389,1610612753
1626144,1610612752
1627749,1610612759
1627750,1610612743
1629058,1610612751
203488,1610612747
1629004,1610612765
1627846,1610612760
1626204,1610612739
203894,1610612751
203526,1610612762
1627777,1610612762
201149,1610612763
203457,1610612760
1717,1610612742
1628373,1610612752
203994,1610612757
1628021,1610612739
1626220,1610612762
203124,1610612754
1628400,1610612738
1626143,1610612740
1629059,1610612756
1629006,1610612750
203506,1610612754
203482,1610612748
1626224,1610612739
1626162,1610612756
2585,1610612765
203953,1610612764
2225,1610612766
202718,1610612763
202335,1610612760
1628383,1610612755
101108,1610612745
203901,1610612740
1629033,1610612751
203486,1610612743
203101,1610612737
1627751,1610612759
202347,1610612759
1629008,1610612743
203490,1610612741
1626171,1610612764
204001,1610612742
203939,1610612742
1626181,1610612761
1627816,1610612737
1627752,1610612737
1628397,1610612763
1626184,1610612764
203944,1610612740
200755,1610612755
1628432,1610612754
1629244,1610612750
1626196,1610612748
203085,1610612745
203460,1610612760
1628421,1610612764
1629130,1610612748
1629010,1610612746
1629011,1610612752
203922,1610612765
200765,1610612747
201565,1610612750
203082,1610612753
1626179,1610612738
201937,1610612762
1626156,1610612751
1627734,1610612754
1629102,1610612741
203967,1610612750
203107,1610612764
203471,1610612760
203118,1610612755
200757,1610612762
1627782,1610612741
1629012,1610612739
1629013,1610612746
202697,1610612745
1627783,1610612761
1627732,1610612755
203613,1610612755
1629014,1610612757
203935,1610612738
202397,1610612765
2747,1610612739
1629015,1610612755
1628372,1610612752
203503,1610612749
1629034,1610612756
1629016,1610612737
203917,1610612739
202362,1610612747
1628410,1610612754
1628403,1610612758
1628369,1610612738
201952,1610612750
202066,1610612746
1629123,1610612750
1628464,1610612738
202738,1610612743
1629017,1610612765
202498,1610612752
202691,1610612744
202684,1610612739
1628414,1610612746
201229,1610612750
1626157,1610612750
1629018,1610612757
1629019,1610612752
200782,1610612745
202323,1610612757
1626167,1610612754
202327,1610612762
202685,1610612763
1627756,1610612741
1627832,1610612761
1629020,1610612743
203943,1610612752
202696,1610612753
2548,1610612748
1629021,1610612747
203079,1610612748
202689,1610612766
1629022,1610612759
202322,1610612764
1627820,1610612746
202954,1610612738
203933,1610612756
1627395,1610612763
1629139,1610612763
1629118,1610612743
201566,1610612760
1628401,1610612759
1627785,1610612751
202355,1610612748
203952,1610612750
1626210,1610612756
203710,1610612750
1629140,1610612747
1629026,1610612740
101150,1610612746
101107,1610612766
1627786,1610612758
1629057,1610612738
1628391,1610612749
1626159,1610612748
1626174,1610612740
1626153,1610612763
1627824,1610612738
201152,1610612754
1629027,1610612737
203469,1610612766
1627790,1610612739
1627826,1610612746
